Id. de grupo,Nombre del grupo,Alias de grupo,Correo electrónico principal del grupo,Descripción,Alias de correo electrónico de grupo,Sincronizado desde el entorno local,Tipo de grupo,Pertenencia dinámica,IsYammerGroup,Privacidad del grupo,Dominio de grupo,Tiene Teams,Fecha de creación,Asignación de roles
89f8b060-0ffa-4834-b538-723306167b8b,produccion-goldriver,produccion-goldriver,produccion-goldriver@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 11:22:46Z,False
27f550f1-dd9f-43b3-9459-111690587430,produccion-hesar,produccion-hesar,produccion-hesar@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-26 18:08:47Z,False
2c8a093c-e315-490f-87e4-ef367e6b85ae,produccion-ka,produccion-ka,produccion-ka@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 09:18:41Z,False
f31ce65f-c7cf-42e7-b5de-f18d30a6349e,produccion-minturn,produccion-minturn,produccion-minturn@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-31 14:00:16Z,False
71538ce0-3045-4ce1-8829-bc5041a1163a,produccion-noor,produccion-noor,produccion-noor@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-09-30 13:55:55Z,False
67370e30-7de7-4902-8201-3de1015c389d,produccion-pearl,produccion-pearl,produccion-pearl@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-18 11:10:31Z,False
710e9289-1e26-4057-9fd2-4b0bb23bd704,produccion-senocak,produccion-senocak,produccion-senocak@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 10:49:28Z,False
a4ab3323-3667-4088-9e19-d6d0e773cf9d,produccion-sv@calconut.es,produccion-sv,produccion-sv@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-31 14:24:53Z,False
717236af-f923-4d36-b2e9-36d4e6d009b5,produccion-tanlong,produccion-tanlong,produccion-tanlong@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 10:39:53Z,False
b06499fa-ccf0-4b48-b0b2-22851919cc56,produccion-tongsen,produccion-tongsen,produccion-tongsen@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-21 10:33:43Z,False
cfdf7167-c4bd-441c-872a-f850bae3a659,Producción-USA CALCONUT,produccion-usa,produccion-usa@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-07-21 06:15:52Z,False
aa52c258-472d-4d71-bc6c-c4d56f80bb8e,produccion-vf,produccion-vf,produccion-vf@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-08-26 17:33:50Z,False
f05fcdf7-be26-4207-9acf-2a58c86287d1,qrgen-bc@calconut.es,qrgen-bc,qrgen-bc@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-11-18 08:12:37Z,False
fc068566-cee7-4b39-90db-c242b10bfa59,Quality,quality,quality@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2018-08-31 13:53:34Z,False
42fc2f27-e8e9-47d5-917f-22b1f00d0411,Ramina Almacén,raminaalmacen,raminaalmacen@calconut.es,Ramina Almacén,,False,Lista de distribución,False,False,,calconut.es,False,2021-12-22 15:36:19Z,False
e30721c9-9a0c-4b28-bb66-5baeb4fa9d56,Recepción-Destino-BC CALCONUT,recepcion-destino-bc,recepcion-destino-bc@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-11-17 12:08:59Z,False
cbf43d1a-a70d-4adc-81b6-42020831a626,Recepción CALCONUT (INDUS),recepcion,recepcion@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-07-21 06:15:49Z,False
897b3789-3ac0-484b-a8b0-fafcb175d110,Responsables CALCONUT,responsables,responsables@calconut.es,Responsables departamentos.,comite@calconut.es+comite@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-14 09:59:14Z,False
78230b22-33e9-4410-9556-56b7165ac7b2,RGPD  NUTRABOW,rgpd-nutrabow,rgpd-nutrabow@calconut.es,,rgpd-nutrabow@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-07-21 12:49:13Z,False
170c2494-af18-40ad-a724-7fb614d357d3,RGPD CALCONUT,rgpd,rgpd@calconut.es,,rgpd@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-06-11 06:22:07Z,False
7080144a-edad-454a-b738-14b3e2fbf798,RGPD HEALTHYMATRIX,rgpd,rgpd@healthymatrix.es,,,False,Lista de distribución,False,False,,healthymatrix.es,False,2021-06-17 07:58:28Z,False
423cab9b-6b02-4d61-be83-a7ba3bd1faba,RGPD NUT AND ME,rgpd-nutandme,rgpd-nutandme@calconut.es,,rgpd-nutandme@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-07-21 12:49:41Z,False
3bf81e1c-bef2-41ce-8bee-f52e8e37c744,RGPD SNACK TECH FACTORY,rgpd-snacktechfactory,rgpd-snacktechfactory@calconut.es,,rgpd-snacktechfactory@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-07-21 12:53:40Z,False
5aa9b50c-394b-4a81-9440-d4fd70742662,ROAD TRANSPORT CALCONUT,roadtransport,roadtransport@calconut.es,,roadtransport@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-09-21 20:57:06Z,False
34bcb684-2eaf-41c2-9917-1a0d7ecd91a1,RRHH,rrhh,rrhh@calconut.es,RRHH,rrhh@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-05-05 15:36:27Z,False
36b253c4-812c-44c5-be5e-52dd96c123a2,Shipments CALCONUT,shipments,shipments@calconut.es,,shipments@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-09-20 08:27:59Z,False
e2e192d8-553a-49c7-8a92-c8fee022a175,Shipsgo Calconut,shipsgo,shipsgo@calconut.es,Shipsgo Calconut,shipsgo@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-05-23 10:01:35Z,False
23763735-e259-4ca5-886c-d7bb6f926b20,Social Media CALCONUT,socialmedia,socialmedia@calconut.es,Social Media CALCONUT,socialmedia@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2021-12-23 09:12:59Z,False
e15c0c6b-4f78-4039-9354-88d9ddadf851,SUGERENCIAS CALCONUT,sugerencias,sugerencias@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-04-30 07:51:29Z,False
ca1e64d5-bff2-48ce-bd44-b1b2d60b7a70,supervisor_alm,supervisor_alm,supervisor_alm@calconut.es,supervisor_alm,supervisor_alm@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:14:22Z,False
b3957e8b-a55b-460c-936d-c4b6aa541017,supervisor_prod_a,supervisor_prod_a,supervisor_prod_a@calconut.es,supervisor_prod_a,supervisor_prod_a@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:14:51Z,False
0bed94fa-7941-40cd-8d7f-258afeb05e48,supervisor_prod_b,supervisor_prod_b,supervisor_prod_b@calconut.es,supervisor_prod_b,supervisor_prod_b@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-03-10 09:15:07Z,False
2294f404-c05b-4df6-8981-0e58b2483ca1,Xtrade OTROS,xtrade-otros,xtrade-otros@calconut.es,Xtrade OTROS,xtrade-otros@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-06-29 13:54:01Z,False
da9ff088-5de8-4219-9743-2b12a88f3b1f,XTRADE USA,Xtrade-usa,Xtrade-usa@calconut.es,XTRADE USA,Xtrade-usa@PDDEVELOPMENT.onmicrosoft.com,False,Lista de distribución,False,False,,calconut.es,False,2022-06-29 13:53:06Z,False
9fae1cbb-bb3c-4d17-a4f2-ff76fce3b0e4,Zaral,zaral,zaral@calconut.es,,,False,Lista de distribución,False,False,,calconut.es,False,2020-04-22 17:10:50Z,False
